,id,first_name,height_feet,height_inches,last_name,position,weight_pounds,team.full_name
512,392,Malachi,,,Richardson,G,,Utah Jazz
513,281,Zach,,,Lofton,G,,Detroit Pistons
514,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
515,382,Billy,,,Preston,F,,Cleveland Cavaliers
516,384,Zhou,,,Qi,F-C,,Houston Rockets
517,388,Zach,,,Randolph,F,,Sacramento Kings
518,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
519,437,Milos,,,Teodosic,G,,LA Clippers
520,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
521,494,Michael,,,Smith,,,Boston Celtics
522,495,John,,,Morton,,,Cleveland Cavaliers
523,496,Howard,,,Wright,,,Atlanta Hawks
524,497,Michael,,,Ansley,,,Orlando Magic
525,498,John,,,Salley,,,Detroit Pistons
526,499,Dan,,,Schayes,,,Milwaukee Bucks
527,500,Mark,,,Eaton,,,Utah Jazz
528,501,Kevin,,,Johnson,,,Phoenix Suns
529,502,Danny,,,Ainge,,,Portland Trail Blazers
530,503,Kenny,,,Smith,,,Houston Rockets
531,504,Randy,,,Breuer,,,Minnesota Timberwolves
532,505,Herb,,,Williams,,,Dallas Mavericks
533,506,Joe,,,Wolf,,,Denver Nuggets
534,507,Steve,,,Johnson,,,Golden State Warriors
535,508,Glen,,,Rice,,,Miami Heat
536,509,Greg,,,Foster,,,Washington Wizards
537,510,Larry,,,Nance,,,Cleveland Cavaliers
538,511,Duane,,,Ferrell,,,Atlanta Hawks
539,512,Nick,,,Anderson,,,Orlando Magic
540,513,Joe,,,Dumars,,,Detroit Pistons
541,514,Jay,,,Humphries,,,Milwaukee Bucks
542,515,Darrell,,,Griffith,,,Utah Jazz
543,516,Dan,,,Majerle,,,Phoenix Suns
544,517,Tom,,,Chambers,,,Phoenix Suns
545,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
546,519,Adrian,,,Caldwell,,,Houston Rockets
547,520,Vernon,,,Maxwell,,,Houston Rockets
548,521,Doug,,,West,,,Minnesota Timberwolves
549,522,Tony,,,Campbell,,,Minnesota Timberwolves
550,523,Roy,,,Tarpley,,,Dallas Mavericks
551,524,Anthony,,,Cook,,,Denver Nuggets
552,525,Todd,,,Lichti,,,Denver Nuggets
553,526,Tom,,,Tolbert,,,Golden State Warriors
554,527,Billy,,,Thompson,,,Miami Heat
555,528,Byron,,,Irvin,,,Washington Wizards
556,529,Mark,,,Price,,,Cleveland Cavaliers
557,530,Dominique,,,Wilkins,,,Atlanta Hawks
558,531,Dennis,,,Scott,,,Orlando Magic
559,532,Terry,,,Catledge,,,Orlando Magic
560,533,Bill,,,Laimbeer,,,Detroit Pistons
561,534,William,,,Bedford,,,Detroit Pistons
562,535,Ricky,,,Pierce,,,Milwaukee Bucks
563,536,Blue,,,Edwards,,,Utah Jazz
564,537,Walter,,,Palmer,,,Utah Jazz
565,538,Mark,,,West,,,Phoenix Suns
566,539,Clifford,,,Robinson,,,Portland Trail Blazers
567,540,Hakeem,,,Olajuwon,,,Houston Rockets
568,541,Richard,,,Coffey,,,Minnesota Timberwolves
569,542,James,,,Donaldson,,,Dallas Mavericks
570,543,Jerome,,,Lane,,,Denver Nuggets
571,544,Sarunas,,,Marciulionis,,,Golden State Warriors
572,545,Grant,,,Long,,,Miami Heat
573,546,Willie,,,Burton,,,Miami Heat
574,547,Mark,,,Alarie,,,Washington Wizards
575,548,Winston,,,Bennett,,,Cleveland Cavaliers
576,549,Doc,,,Rivers,,,Atlanta Hawks
577,550,Tim,,,McCormick,,,Atlanta Hawks
578,551,Scott,,,Skiles,,,Orlando Magic
579,552,Dennis,,,Rodman,,,Detroit Pistons
580,553,Greg,,,Anderson,,,Milwaukee Bucks
581,554,Jeff,,,Malone,,,Utah Jazz
582,555,Cedric,,,Ceballos,,,Phoenix Suns
583,556,Tim,,,Perry,,,Phoenix Suns
584,557,Buck,,,Williams,,,Portland Trail Blazers
585,558,Dave,,,Jamerson,,,Houston Rockets
586,559,Scott,,,Brooks,,,Minnesota Timberwolves
587,560,Rolando,,,Blackman,,,Dallas Mavericks
588,561,Avery,,,Johnson,,,Denver Nuggets
589,562,Rod,,,Higgins,,,Golden State Warriors
590,563,Jon,,,Sundvold,,,Miami Heat
591,564,A.J.,,,English,,,Washington Wizards
592,565,John,,,Battle,,,Atlanta Hawks
593,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
594,566,Sam,,,Vincent,,,Orlando Magic
595,567,Isiah,,,Thomas,,,Detroit Pistons
596,568,Brad,,,Lohaus,,,Milwaukee Bucks
597,569,Mike,,,Brown,,,Utah Jazz
598,570,Kenny,,,Battle,,,Phoenix Suns
599,571,Danny,,,Young,,,Portland Trail Blazers
600,14,Ike,,,Anigbogu,C,,Indiana Pacers
601,25,Ron,,,Baker,G,,New York Knicks
602,47,Jabari,,,Bird,G,,Boston Celtics
603,67,MarShon,,,Brooks,G,,Memphis Grizzlies
604,71,Lorenzo,,,Brown,G,,Toronto Raptors
605,90,Omri,,,Casspi,F,,Memphis Grizzlies
606,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
607,119,Tyler,,,Davis,C,,Oklahoma City Thunder
608,149,Keenan,,,Evans,G,,Detroit Pistons
609,179,Marcin,,,Gortat,C,,LA Clippers
610,1593,Andrew,,,Bogut,F,,Golden State Warriors
611,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
612,392,Malachi,,,Richardson,G,,Utah Jazz
613,281,Zach,,,Lofton,G,,Detroit Pistons
614,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
615,382,Billy,,,Preston,F,,Cleveland Cavaliers
616,384,Zhou,,,Qi,F-C,,Houston Rockets
617,388,Zach,,,Randolph,F,,Sacramento Kings
618,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
619,437,Milos,,,Teodosic,G,,LA Clippers
620,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
621,494,Michael,,,Smith,,,Boston Celtics
622,495,John,,,Morton,,,Cleveland Cavaliers
623,496,Howard,,,Wright,,,Atlanta Hawks
624,497,Michael,,,Ansley,,,Orlando Magic
625,498,John,,,Salley,,,Detroit Pistons
626,499,Dan,,,Schayes,,,Milwaukee Bucks
627,500,Mark,,,Eaton,,,Utah Jazz
628,501,Kevin,,,Johnson,,,Phoenix Suns
629,502,Danny,,,Ainge,,,Portland Trail Blazers
630,503,Kenny,,,Smith,,,Houston Rockets
631,504,Randy,,,Breuer,,,Minnesota Timberwolves
632,505,Herb,,,Williams,,,Dallas Mavericks
633,506,Joe,,,Wolf,,,Denver Nuggets
634,507,Steve,,,Johnson,,,Golden State Warriors
635,508,Glen,,,Rice,,,Miami Heat
636,509,Greg,,,Foster,,,Washington Wizards
637,510,Larry,,,Nance,,,Cleveland Cavaliers
638,511,Duane,,,Ferrell,,,Atlanta Hawks
639,512,Nick,,,Anderson,,,Orlando Magic
640,513,Joe,,,Dumars,,,Detroit Pistons
641,514,Jay,,,Humphries,,,Milwaukee Bucks
642,515,Darrell,,,Griffith,,,Utah Jazz
643,516,Dan,,,Majerle,,,Phoenix Suns
644,517,Tom,,,Chambers,,,Phoenix Suns
645,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
646,519,Adrian,,,Caldwell,,,Houston Rockets
647,520,Vernon,,,Maxwell,,,Houston Rockets
648,521,Doug,,,West,,,Minnesota Timberwolves
649,522,Tony,,,Campbell,,,Minnesota Timberwolves
650,523,Roy,,,Tarpley,,,Dallas Mavericks
651,524,Anthony,,,Cook,,,Denver Nuggets
652,525,Todd,,,Lichti,,,Denver Nuggets
653,526,Tom,,,Tolbert,,,Golden State Warriors
654,527,Billy,,,Thompson,,,Miami Heat
655,528,Byron,,,Irvin,,,Washington Wizards
656,529,Mark,,,Price,,,Cleveland Cavaliers
657,530,Dominique,,,Wilkins,,,Atlanta Hawks
658,531,Dennis,,,Scott,,,Orlando Magic
659,532,Terry,,,Catledge,,,Orlando Magic
660,533,Bill,,,Laimbeer,,,Detroit Pistons
661,534,William,,,Bedford,,,Detroit Pistons
662,535,Ricky,,,Pierce,,,Milwaukee Bucks
663,536,Blue,,,Edwards,,,Utah Jazz
664,537,Walter,,,Palmer,,,Utah Jazz
665,538,Mark,,,West,,,Phoenix Suns
666,539,Clifford,,,Robinson,,,Portland Trail Blazers
667,540,Hakeem,,,Olajuwon,,,Houston Rockets
668,541,Richard,,,Coffey,,,Minnesota Timberwolves
669,542,James,,,Donaldson,,,Dallas Mavericks
670,543,Jerome,,,Lane,,,Denver Nuggets
671,544,Sarunas,,,Marciulionis,,,Golden State Warriors
672,545,Grant,,,Long,,,Miami Heat
673,546,Willie,,,Burton,,,Miami Heat
674,547,Mark,,,Alarie,,,Washington Wizards
675,548,Winston,,,Bennett,,,Cleveland Cavaliers
676,549,Doc,,,Rivers,,,Atlanta Hawks
677,550,Tim,,,McCormick,,,Atlanta Hawks
678,551,Scott,,,Skiles,,,Orlando Magic
679,552,Dennis,,,Rodman,,,Detroit Pistons
680,553,Greg,,,Anderson,,,Milwaukee Bucks
681,554,Jeff,,,Malone,,,Utah Jazz
682,555,Cedric,,,Ceballos,,,Phoenix Suns
683,556,Tim,,,Perry,,,Phoenix Suns
684,557,Buck,,,Williams,,,Portland Trail Blazers
685,558,Dave,,,Jamerson,,,Houston Rockets
686,559,Scott,,,Brooks,,,Minnesota Timberwolves
687,560,Rolando,,,Blackman,,,Dallas Mavericks
688,561,Avery,,,Johnson,,,Denver Nuggets
689,562,Rod,,,Higgins,,,Golden State Warriors
690,563,Jon,,,Sundvold,,,Miami Heat
691,564,A.J.,,,English,,,Washington Wizards
692,565,John,,,Battle,,,Atlanta Hawks
693,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
694,566,Sam,,,Vincent,,,Orlando Magic
695,567,Isiah,,,Thomas,,,Detroit Pistons
696,568,Brad,,,Lohaus,,,Milwaukee Bucks
697,569,Mike,,,Brown,,,Utah Jazz
698,570,Kenny,,,Battle,,,Phoenix Suns
699,571,Danny,,,Young,,,Portland Trail Blazers
700,14,Ike,,,Anigbogu,C,,Indiana Pacers
701,25,Ron,,,Baker,G,,New York Knicks
702,47,Jabari,,,Bird,G,,Boston Celtics
703,67,MarShon,,,Brooks,G,,Memphis Grizzlies
704,71,Lorenzo,,,Brown,G,,Toronto Raptors
705,90,Omri,,,Casspi,F,,Memphis Grizzlies
706,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
707,119,Tyler,,,Davis,C,,Oklahoma City Thunder
708,149,Keenan,,,Evans,G,,Detroit Pistons
709,179,Marcin,,,Gortat,C,,LA Clippers
710,1593,Andrew,,,Bogut,F,,Golden State Warriors
711,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
712,392,Malachi,,,Richardson,G,,Utah Jazz
713,281,Zach,,,Lofton,G,,Detroit Pistons
714,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
715,382,Billy,,,Preston,F,,Cleveland Cavaliers
716,384,Zhou,,,Qi,F-C,,Houston Rockets
717,388,Zach,,,Randolph,F,,Sacramento Kings
718,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
719,437,Milos,,,Teodosic,G,,LA Clippers
720,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
721,494,Michael,,,Smith,,,Boston Celtics
722,495,John,,,Morton,,,Cleveland Cavaliers
723,496,Howard,,,Wright,,,Atlanta Hawks
724,497,Michael,,,Ansley,,,Orlando Magic
725,498,John,,,Salley,,,Detroit Pistons
726,499,Dan,,,Schayes,,,Milwaukee Bucks
727,500,Mark,,,Eaton,,,Utah Jazz
728,501,Kevin,,,Johnson,,,Phoenix Suns
729,502,Danny,,,Ainge,,,Portland Trail Blazers
730,503,Kenny,,,Smith,,,Houston Rockets
731,504,Randy,,,Breuer,,,Minnesota Timberwolves
732,505,Herb,,,Williams,,,Dallas Mavericks
733,506,Joe,,,Wolf,,,Denver Nuggets
734,507,Steve,,,Johnson,,,Golden State Warriors
735,508,Glen,,,Rice,,,Miami Heat
736,509,Greg,,,Foster,,,Washington Wizards
737,510,Larry,,,Nance,,,Cleveland Cavaliers
738,511,Duane,,,Ferrell,,,Atlanta Hawks
739,512,Nick,,,Anderson,,,Orlando Magic
740,513,Joe,,,Dumars,,,Detroit Pistons
741,514,Jay,,,Humphries,,,Milwaukee Bucks
742,515,Darrell,,,Griffith,,,Utah Jazz
743,516,Dan,,,Majerle,,,Phoenix Suns
744,517,Tom,,,Chambers,,,Phoenix Suns
745,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
746,519,Adrian,,,Caldwell,,,Houston Rockets
747,520,Vernon,,,Maxwell,,,Houston Rockets
748,521,Doug,,,West,,,Minnesota Timberwolves
749,522,Tony,,,Campbell,,,Minnesota Timberwolves
750,523,Roy,,,Tarpley,,,Dallas Mavericks
751,524,Anthony,,,Cook,,,Denver Nuggets
752,525,Todd,,,Lichti,,,Denver Nuggets
753,526,Tom,,,Tolbert,,,Golden State Warriors
754,527,Billy,,,Thompson,,,Miami Heat
755,528,Byron,,,Irvin,,,Washington Wizards
756,529,Mark,,,Price,,,Cleveland Cavaliers
757,530,Dominique,,,Wilkins,,,Atlanta Hawks
758,531,Dennis,,,Scott,,,Orlando Magic
759,532,Terry,,,Catledge,,,Orlando Magic
760,533,Bill,,,Laimbeer,,,Detroit Pistons
761,534,William,,,Bedford,,,Detroit Pistons
762,535,Ricky,,,Pierce,,,Milwaukee Bucks
763,536,Blue,,,Edwards,,,Utah Jazz
764,537,Walter,,,Palmer,,,Utah Jazz
765,538,Mark,,,West,,,Phoenix Suns
766,539,Clifford,,,Robinson,,,Portland Trail Blazers
767,540,Hakeem,,,Olajuwon,,,Houston Rockets
768,541,Richard,,,Coffey,,,Minnesota Timberwolves
769,542,James,,,Donaldson,,,Dallas Mavericks
770,543,Jerome,,,Lane,,,Denver Nuggets
771,544,Sarunas,,,Marciulionis,,,Golden State Warriors
772,545,Grant,,,Long,,,Miami Heat
773,546,Willie,,,Burton,,,Miami Heat
774,547,Mark,,,Alarie,,,Washington Wizards
775,548,Winston,,,Bennett,,,Cleveland Cavaliers
776,549,Doc,,,Rivers,,,Atlanta Hawks
777,550,Tim,,,McCormick,,,Atlanta Hawks
778,551,Scott,,,Skiles,,,Orlando Magic
779,552,Dennis,,,Rodman,,,Detroit Pistons
780,553,Greg,,,Anderson,,,Milwaukee Bucks
781,554,Jeff,,,Malone,,,Utah Jazz
782,555,Cedric,,,Ceballos,,,Phoenix Suns
783,556,Tim,,,Perry,,,Phoenix Suns
784,557,Buck,,,Williams,,,Portland Trail Blazers
785,558,Dave,,,Jamerson,,,Houston Rockets
786,559,Scott,,,Brooks,,,Minnesota Timberwolves
787,560,Rolando,,,Blackman,,,Dallas Mavericks
788,561,Avery,,,Johnson,,,Denver Nuggets
789,562,Rod,,,Higgins,,,Golden State Warriors
790,563,Jon,,,Sundvold,,,Miami Heat
791,564,A.J.,,,English,,,Washington Wizards
792,565,John,,,Battle,,,Atlanta Hawks
793,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
794,566,Sam,,,Vincent,,,Orlando Magic
795,567,Isiah,,,Thomas,,,Detroit Pistons
796,568,Brad,,,Lohaus,,,Milwaukee Bucks
797,569,Mike,,,Brown,,,Utah Jazz
798,570,Kenny,,,Battle,,,Phoenix Suns
799,571,Danny,,,Young,,,Portland Trail Blazers
800,14,Ike,,,Anigbogu,C,,Indiana Pacers
801,25,Ron,,,Baker,G,,New York Knicks
802,47,Jabari,,,Bird,G,,Boston Celtics
803,67,MarShon,,,Brooks,G,,Memphis Grizzlies
804,71,Lorenzo,,,Brown,G,,Toronto Raptors
805,90,Omri,,,Casspi,F,,Memphis Grizzlies
806,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
807,119,Tyler,,,Davis,C,,Oklahoma City Thunder
808,149,Keenan,,,Evans,G,,Detroit Pistons
809,179,Marcin,,,Gortat,C,,LA Clippers
810,1593,Andrew,,,Bogut,F,,Golden State Warriors
811,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
812,392,Malachi,,,Richardson,G,,Utah Jazz
813,281,Zach,,,Lofton,G,,Detroit Pistons
814,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
815,382,Billy,,,Preston,F,,Cleveland Cavaliers
816,384,Zhou,,,Qi,F-C,,Houston Rockets
817,388,Zach,,,Randolph,F,,Sacramento Kings
818,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
819,437,Milos,,,Teodosic,G,,LA Clippers
820,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
821,494,Michael,,,Smith,,,Boston Celtics
822,495,John,,,Morton,,,Cleveland Cavaliers
823,496,Howard,,,Wright,,,Atlanta Hawks
824,497,Michael,,,Ansley,,,Orlando Magic
825,498,John,,,Salley,,,Detroit Pistons
826,499,Dan,,,Schayes,,,Milwaukee Bucks
827,500,Mark,,,Eaton,,,Utah Jazz
828,501,Kevin,,,Johnson,,,Phoenix Suns
829,502,Danny,,,Ainge,,,Portland Trail Blazers
830,503,Kenny,,,Smith,,,Houston Rockets
831,504,Randy,,,Breuer,,,Minnesota Timberwolves
832,505,Herb,,,Williams,,,Dallas Mavericks
833,506,Joe,,,Wolf,,,Denver Nuggets
834,507,Steve,,,Johnson,,,Golden State Warriors
835,508,Glen,,,Rice,,,Miami Heat
836,509,Greg,,,Foster,,,Washington Wizards
837,510,Larry,,,Nance,,,Cleveland Cavaliers
838,511,Duane,,,Ferrell,,,Atlanta Hawks
839,512,Nick,,,Anderson,,,Orlando Magic
840,513,Joe,,,Dumars,,,Detroit Pistons
841,514,Jay,,,Humphries,,,Milwaukee Bucks
842,515,Darrell,,,Griffith,,,Utah Jazz
843,516,Dan,,,Majerle,,,Phoenix Suns
844,517,Tom,,,Chambers,,,Phoenix Suns
845,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
846,519,Adrian,,,Caldwell,,,Houston Rockets
847,520,Vernon,,,Maxwell,,,Houston Rockets
848,521,Doug,,,West,,,Minnesota Timberwolves
849,522,Tony,,,Campbell,,,Minnesota Timberwolves
850,523,Roy,,,Tarpley,,,Dallas Mavericks
851,524,Anthony,,,Cook,,,Denver Nuggets
852,525,Todd,,,Lichti,,,Denver Nuggets
853,526,Tom,,,Tolbert,,,Golden State Warriors
854,527,Billy,,,Thompson,,,Miami Heat
855,528,Byron,,,Irvin,,,Washington Wizards
856,529,Mark,,,Price,,,Cleveland Cavaliers
857,530,Dominique,,,Wilkins,,,Atlanta Hawks
858,531,Dennis,,,Scott,,,Orlando Magic
859,532,Terry,,,Catledge,,,Orlando Magic
860,533,Bill,,,Laimbeer,,,Detroit Pistons
861,534,William,,,Bedford,,,Detroit Pistons
862,535,Ricky,,,Pierce,,,Milwaukee Bucks
863,536,Blue,,,Edwards,,,Utah Jazz
864,537,Walter,,,Palmer,,,Utah Jazz
865,538,Mark,,,West,,,Phoenix Suns
866,539,Clifford,,,Robinson,,,Portland Trail Blazers
867,540,Hakeem,,,Olajuwon,,,Houston Rockets
868,541,Richard,,,Coffey,,,Minnesota Timberwolves
869,542,James,,,Donaldson,,,Dallas Mavericks
870,543,Jerome,,,Lane,,,Denver Nuggets
871,544,Sarunas,,,Marciulionis,,,Golden State Warriors
872,545,Grant,,,Long,,,Miami Heat
873,546,Willie,,,Burton,,,Miami Heat
874,547,Mark,,,Alarie,,,Washington Wizards
875,548,Winston,,,Bennett,,,Cleveland Cavaliers
876,549,Doc,,,Rivers,,,Atlanta Hawks
877,550,Tim,,,McCormick,,,Atlanta Hawks
878,551,Scott,,,Skiles,,,Orlando Magic
879,552,Dennis,,,Rodman,,,Detroit Pistons
880,553,Greg,,,Anderson,,,Milwaukee Bucks
881,554,Jeff,,,Malone,,,Utah Jazz
882,555,Cedric,,,Ceballos,,,Phoenix Suns
883,556,Tim,,,Perry,,,Phoenix Suns
884,557,Buck,,,Williams,,,Portland Trail Blazers
885,558,Dave,,,Jamerson,,,Houston Rockets
886,559,Scott,,,Brooks,,,Minnesota Timberwolves
887,560,Rolando,,,Blackman,,,Dallas Mavericks
888,561,Avery,,,Johnson,,,Denver Nuggets
889,562,Rod,,,Higgins,,,Golden State Warriors
890,563,Jon,,,Sundvold,,,Miami Heat
891,564,A.J.,,,English,,,Washington Wizards
892,565,John,,,Battle,,,Atlanta Hawks
893,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
894,566,Sam,,,Vincent,,,Orlando Magic
895,567,Isiah,,,Thomas,,,Detroit Pistons
896,568,Brad,,,Lohaus,,,Milwaukee Bucks
897,569,Mike,,,Brown,,,Utah Jazz
898,570,Kenny,,,Battle,,,Phoenix Suns
899,571,Danny,,,Young,,,Portland Trail Blazers
900,14,Ike,,,Anigbogu,C,,Indiana Pacers
901,25,Ron,,,Baker,G,,New York Knicks
902,47,Jabari,,,Bird,G,,Boston Celtics
903,67,MarShon,,,Brooks,G,,Memphis Grizzlies
904,71,Lorenzo,,,Brown,G,,Toronto Raptors
905,90,Omri,,,Casspi,F,,Memphis Grizzlies
906,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
907,119,Tyler,,,Davis,C,,Oklahoma City Thunder
908,149,Keenan,,,Evans,G,,Detroit Pistons
909,179,Marcin,,,Gortat,C,,LA Clippers
910,1593,Andrew,,,Bogut,F,,Golden State Warriors
911,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
912,392,Malachi,,,Richardson,G,,Utah Jazz
913,281,Zach,,,Lofton,G,,Detroit Pistons
914,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
915,382,Billy,,,Preston,F,,Cleveland Cavaliers
916,384,Zhou,,,Qi,F-C,,Houston Rockets
917,388,Zach,,,Randolph,F,,Sacramento Kings
918,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
919,437,Milos,,,Teodosic,G,,LA Clippers
920,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
921,494,Michael,,,Smith,,,Boston Celtics
922,495,John,,,Morton,,,Cleveland Cavaliers
923,496,Howard,,,Wright,,,Atlanta Hawks
924,497,Michael,,,Ansley,,,Orlando Magic
925,498,John,,,Salley,,,Detroit Pistons
926,499,Dan,,,Schayes,,,Milwaukee Bucks
927,500,Mark,,,Eaton,,,Utah Jazz
928,501,Kevin,,,Johnson,,,Phoenix Suns
929,502,Danny,,,Ainge,,,Portland Trail Blazers
930,503,Kenny,,,Smith,,,Houston Rockets
931,504,Randy,,,Breuer,,,Minnesota Timberwolves
932,505,Herb,,,Williams,,,Dallas Mavericks
933,506,Joe,,,Wolf,,,Denver Nuggets
934,507,Steve,,,Johnson,,,Golden State Warriors
935,508,Glen,,,Rice,,,Miami Heat
936,509,Greg,,,Foster,,,Washington Wizards
937,510,Larry,,,Nance,,,Cleveland Cavaliers
938,511,Duane,,,Ferrell,,,Atlanta Hawks
939,512,Nick,,,Anderson,,,Orlando Magic
940,513,Joe,,,Dumars,,,Detroit Pistons
941,514,Jay,,,Humphries,,,Milwaukee Bucks
942,515,Darrell,,,Griffith,,,Utah Jazz
943,516,Dan,,,Majerle,,,Phoenix Suns
944,517,Tom,,,Chambers,,,Phoenix Suns
945,518,Alaa,,,Abdelnaby,,,Portland Trail Blazers
946,519,Adrian,,,Caldwell,,,Houston Rockets
947,520,Vernon,,,Maxwell,,,Houston Rockets
948,521,Doug,,,West,,,Minnesota Timberwolves
949,522,Tony,,,Campbell,,,Minnesota Timberwolves
950,523,Roy,,,Tarpley,,,Dallas Mavericks
951,524,Anthony,,,Cook,,,Denver Nuggets
952,525,Todd,,,Lichti,,,Denver Nuggets
953,526,Tom,,,Tolbert,,,Golden State Warriors
954,527,Billy,,,Thompson,,,Miami Heat
955,528,Byron,,,Irvin,,,Washington Wizards
956,529,Mark,,,Price,,,Cleveland Cavaliers
957,530,Dominique,,,Wilkins,,,Atlanta Hawks
958,531,Dennis,,,Scott,,,Orlando Magic
959,532,Terry,,,Catledge,,,Orlando Magic
960,533,Bill,,,Laimbeer,,,Detroit Pistons
961,534,William,,,Bedford,,,Detroit Pistons
962,535,Ricky,,,Pierce,,,Milwaukee Bucks
963,536,Blue,,,Edwards,,,Utah Jazz
964,537,Walter,,,Palmer,,,Utah Jazz
965,538,Mark,,,West,,,Phoenix Suns
966,539,Clifford,,,Robinson,,,Portland Trail Blazers
967,540,Hakeem,,,Olajuwon,,,Houston Rockets
968,541,Richard,,,Coffey,,,Minnesota Timberwolves
969,542,James,,,Donaldson,,,Dallas Mavericks
970,543,Jerome,,,Lane,,,Denver Nuggets
971,544,Sarunas,,,Marciulionis,,,Golden State Warriors
972,545,Grant,,,Long,,,Miami Heat
973,546,Willie,,,Burton,,,Miami Heat
974,547,Mark,,,Alarie,,,Washington Wizards
975,548,Winston,,,Bennett,,,Cleveland Cavaliers
976,549,Doc,,,Rivers,,,Atlanta Hawks
977,550,Tim,,,McCormick,,,Atlanta Hawks
978,551,Scott,,,Skiles,,,Orlando Magic
979,552,Dennis,,,Rodman,,,Detroit Pistons
980,553,Greg,,,Anderson,,,Milwaukee Bucks
981,554,Jeff,,,Malone,,,Utah Jazz
982,555,Cedric,,,Ceballos,,,Phoenix Suns
983,556,Tim,,,Perry,,,Phoenix Suns
984,557,Buck,,,Williams,,,Portland Trail Blazers
985,558,Dave,,,Jamerson,,,Houston Rockets
986,559,Scott,,,Brooks,,,Minnesota Timberwolves
987,560,Rolando,,,Blackman,,,Dallas Mavericks
988,561,Avery,,,Johnson,,,Denver Nuggets
989,562,Rod,,,Higgins,,,Golden State Warriors
990,563,Jon,,,Sundvold,,,Miami Heat
991,564,A.J.,,,English,,,Washington Wizards
992,565,John,,,Battle,,,Atlanta Hawks
993,18170939,Georgios,,,Kalaitzakis,F,,Milwaukee Bucks
994,566,Sam,,,Vincent,,,Orlando Magic
995,567,Isiah,,,Thomas,,,Detroit Pistons
996,568,Brad,,,Lohaus,,,Milwaukee Bucks
997,569,Mike,,,Brown,,,Utah Jazz
998,570,Kenny,,,Battle,,,Phoenix Suns
999,571,Danny,,,Young,,,Portland Trail Blazers
1000,14,Ike,,,Anigbogu,C,,Indiana Pacers
1001,25,Ron,,,Baker,G,,New York Knicks
1002,47,Jabari,,,Bird,G,,Boston Celtics
1003,67,MarShon,,,Brooks,G,,Memphis Grizzlies
1004,71,Lorenzo,,,Brown,G,,Toronto Raptors
1005,90,Omri,,,Casspi,F,,Memphis Grizzlies
1006,1,Alex,6.0,6.0,Abrines,G,200.0,Oklahoma City Thunder
1007,119,Tyler,,,Davis,C,,Oklahoma City Thunder
1008,149,Keenan,,,Evans,G,,Detroit Pistons
1009,179,Marcin,,,Gortat,C,,LA Clippers
1010,1593,Andrew,,,Bogut,F,,Golden State Warriors
1011,241,Amir,6.0,9.0,Johnson,C-F,240.0,Philadelphia 76ers
1012,392,Malachi,,,Richardson,G,,Utah Jazz
1013,281,Zach,,,Lofton,G,,Detroit Pistons
1014,263,Kosta,7.0,0.0,Koufos,C,245.0,Sacramento Kings
1015,382,Billy,,,Preston,F,,Cleveland Cavaliers
1016,384,Zhou,,,Qi,F-C,,Houston Rockets
1017,388,Zach,,,Randolph,F,,Sacramento Kings
1018,430,DJ,,,Stephens,G-F,,Memphis Grizzlies
1019,437,Milos,,,Teodosic,G,,LA Clippers
1020,448,Gary,,,Trent Jr.,G,,Portland Trail Blazers
1021,494,Michael,,,Smith,,,Boston Celtics
1022,495,John,,,Morton,,,Cleveland Cavaliers
1023,496,Howard,,,Wright,,,Atlanta Hawks
1024,497,Michael,,,Ansley,,,Orlando Magic
1025,498,John,,,Salley,,,Detroit Pistons
